2026-03-10T02:31:02+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES:  | ERR: SSL certificate problem: self signed certificate in certificate chain
2026-03-13T19:49:20+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T19:49:21+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":279,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773431359,"edit_date":1773431362,"text":"Please select the wallet you want to use for this $200 deposit:\n\n\u2794 Wallet selected is venmo","entities":[{"offset":65,"length":26,"type":"bold"}]}} | ERR: 
2026-03-13T19:49:22+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":280,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773431363,"text":"Step 1 of 1\nSend $200.00 to Vijay48\n\nMethod: venmo\nHandle: $rajani\n\n\ud83d\udcf8 After sending the payment, upload the receipt here.","entities":[{"offset":0,"length":11,"type":"bold"},{"offset":17,"length":7,"type":"bold"},{"offset":28,"length":7,"type":"bold"},{"offset":45,"length":5,"type":"code"},{"offset":59,"length":7,"type":"code"}]}} | ERR: 
2026-03-13T19:49:45+00:00 | TOKEN: 81644488... | METHOD: sendPhoto | RES: {"ok":true,"result":{"message_id":282,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773431387,"photo":[{"file_id":"AgACAgUAAxkBAAIBGWm0allU00HRQ04ZOIfgCmG_T6CMAALdDmsbYGqgVRERrMhNyUbYAQADAgADcwADOgQ","file_unique_id":"AQAD3Q5rG2BqoFV4","file_size":920,"width":40,"height":90},{"file_id":"AgACAgUAAxkBAAIBGWm0allU00HRQ04ZOIfgCmG_T6CMAALdDmsbYGqgVRERrMhNyUbYAQADAgADbQADOgQ","file_unique_id":"AQAD3Q5rG2BqoFVy","file_size":6831,"width":144,"height":320},{"file_id":"AgACAgUAAxkBAAIBGWm0allU00HRQ04ZOIfgCmG_T6CMAALdDmsbYGqgVRERrMhNyUbYAQADAgADeAADOgQ","file_unique_id":"AQAD3Q5rG2BqoFV9","file_size":21168,"width":359,"height":800},{"file_id":"AgACAgUAAxkBAAIBGWm0allU00HRQ04ZOIfgCmG_T6CMAALdDmsbYGqgVRERrMhNyUbYAQADAgADeQADOgQ","file_unique_id":"AQAD3Q5rG2BqoFV-","file_size":34531,"width":574,"height":1280}],"caption":"Withdrawal payment update\n\nPlayer Rajani (@Rajani1708) has sent $200.00 toward your withdrawal request.\n\nThis payment: $200.00\nTotal requested: $200.00\nPaid so far: $200.00 of $200.00\nRemaining: $0.00\n\nPayment method: venmo\nReference: WD-1 / PART-3\n\nPlease wait at least 10 minutes before pressing 'Didn't Receive' as notifications and transfers can sometimes take a few minutes to process.\n\nReceipt attached below.","caption_entities":[{"offset":0,"length":25,"type":"bold"},{"offset":34,"length":8,"type":"bold"},{"offset":42,"length":11,"type":"mention"},{"offset":42,"length":11,"type":"bold"},{"offset":53,"length":1,"type":"bold"},{"offset":64,"length":7,"type":"bold"},{"offset":119,"length":7,"type":"bold"},{"offset":144,"length":7,"type":"bold"},{"offset":165,"length":7,"type":"bold"},{"offset":195,"length":5,"type":"bold"},{"offset":250,"length":140,"type":"italic"}]}} | ERR: 
2026-03-13T19:49:46+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":283,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773431388,"text":"\u2705 All payment receipts have been submitted.\nYour deposit has been approved and your wallet is credited instantly! Recipients have 10 minutes to review the payment.","entities":[{"offset":2,"length":41,"type":"bold"}]}} | ERR: 
2026-03-13T20:00:51+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":285,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432052,"text":"Welcome to Vijay48's bookie bot!","entities":[{"offset":11,"length":7,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}]]}}} | ERR: 
2026-03-13T20:00:55+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:00:55+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":285,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432052,"edit_date":1773432057,"text":"Welcome to Vijay48's bookie bot!\n\n\u2794 You selected: Deposit","entities":[{"offset":34,"length":23,"type":"bold"}]}} | ERR: 
2026-03-13T20:00:56+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":286,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432058,"text":"How much would you like to deposit? (Please type a number, e.g. 50)"}} | ERR: 
2026-03-13T20:01:01+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":288,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432062,"text":"Please select the wallet you want to use for this $500 deposit:","reply_markup":{"inline_keyboard":[[{"text":"Wallet: venmo","callback_data":"DEPOSIT_METHOD_venmo"},{"text":"Wallet: paypal","callback_data":"DEPOSIT_METHOD_paypal"}]]}}} | ERR: 
2026-03-13T20:01:03+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:01:04+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":288,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432062,"edit_date":1773432065,"text":"Please select the wallet you want to use for this $500 deposit:\n\n\u2794 Wallet selected is venmo","entities":[{"offset":65,"length":26,"type":"bold"}]}} | ERR: 
2026-03-13T20:01:05+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":289,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432066,"text":"Step 1 of 1\nSend $500.00 to Bookie\n\nMethod: venmo\nHandle: $peter\n\n\ud83d\udcf8 After sending the payment, upload the receipt here.","entities":[{"offset":0,"length":11,"type":"bold"},{"offset":17,"length":7,"type":"bold"},{"offset":28,"length":6,"type":"bold"},{"offset":44,"length":5,"type":"code"},{"offset":58,"length":6,"type":"code"}]}} | ERR: 
2026-03-13T20:01:11+00:00 | TOKEN: 81644488... | METHOD: sendPhoto | RES: {"ok":true,"result":{"message_id":291,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773432072,"photo":[{"file_id":"AgACAgUAAxkBAAO5abKCzRTrfkqfbLS5sdHWbgmKkhcAApATaxunF5BVMUdljEgwkEQBAAMCAANzAAM6BA","file_unique_id":"AQADkBNrG6cXkFV4","file_size":2071,"width":90,"height":85},{"file_id":"AgACAgUAAxkBAAO5abKCzRTrfkqfbLS5sdHWbgmKkhcAApATaxunF5BVMUdljEgwkEQBAAMCAANtAAM6BA","file_unique_id":"AQADkBNrG6cXkFVy","file_size":51102,"width":320,"height":303},{"file_id":"AgACAgUAAxkBAAO5abKCzRTrfkqfbLS5sdHWbgmKkhcAApATaxunF5BVMUdljEgwkEQBAAMCAAN4AAM6BA","file_unique_id":"AQADkBNrG6cXkFV9","file_size":273393,"width":800,"height":757},{"file_id":"AgACAgUAAxkBAAO5abKCzRTrfkqfbLS5sdHWbgmKkhcAApATaxunF5BVMUdljEgwkEQBAAMCAAN5AAM6BA","file_unique_id":"AQADkBNrG6cXkFV-","file_size":486562,"width":1280,"height":1212}],"caption":"\ud83d\udcb0 Deposit Credited\n\nPlayer Vijay48 has sent $500.00 directly to you.\nThis amount has been deposited into your account.\n\nPayment method: venmo\nReference: PART-1\n\nPlease wait at least 10 minutes before pressing 'Didn't Receive' as notifications and transfers can sometimes take a few minutes to process.\n\nReceipt attached below.","caption_entities":[{"offset":0,"length":19,"type":"bold"},{"offset":28,"length":7,"type":"bold"},{"offset":45,"length":7,"type":"bold"},{"offset":91,"length":27,"type":"bold"},{"offset":162,"length":140,"type":"italic"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udea8 Didn't Receive","callback_data":"DISPUTE_SPLIT_1"}]]}}} | ERR: 
2026-03-13T20:01:12+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":292,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432073,"text":"\u2705 All payment receipts have been submitted.\nYour deposit has been approved and your wallet is credited instantly! Recipients have 10 minutes to review the payment.","entities":[{"offset":2,"length":41,"type":"bold"}]}} | ERR: 
2026-03-13T20:01:41+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":294,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432102,"text":"Welcome to Vijay48's bookie bot!","entities":[{"offset":11,"length":7,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}]]}}} | ERR: 
2026-03-13T20:01:43+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:01:44+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":294,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432102,"edit_date":1773432105,"text":"Welcome to Vijay48's bookie bot!\n\n\u2794 You selected: Withdraw","entities":[{"offset":34,"length":24,"type":"bold"}]}} | ERR: 
2026-03-13T20:01:45+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":295,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432106,"text":"How much would you like to withdraw? (Your available balance is $500.00)"}} | ERR: 
2026-03-13T20:01:50+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":297,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432112,"text":"Please select a payout method to receive your $200:","reply_markup":{"inline_keyboard":[[{"text":"venmo","callback_data":"SET_METHOD_NAME_venmo"},{"text":"paypal","callback_data":"SET_METHOD_NAME_paypal"}],[{"text":"\u2795 Other Method","callback_data":"ADD_PAYOUT_METHOD"}]]}}} | ERR: 
2026-03-13T20:01:53+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:01:54+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":298,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432115,"text":"Great. Now please enter your Handle/Address for venmo in chat:"}} | ERR: 
2026-03-13T20:02:16+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":300,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432138,"text":"\u2705 Withdrawal Requested!\n$200 has been locked and added to the payout queue. We will notify you when it is processed.","entities":[{"offset":2,"length":21,"type":"bold"}]}} | ERR: 
2026-03-13T20:02:17+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":301,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773432139,"text":"\ud83c\udfe7 New Withdrawal Request\n\nPlayer: Vijay48 (@)\nAmount: $200\nMethod: venmo ($vijay)\nStatus: Queued","entities":[{"offset":3,"length":22,"type":"bold"},{"offset":35,"length":7,"type":"bold"},{"offset":55,"length":4,"type":"bold"}]}} | ERR: 
2026-03-13T20:02:53+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":303,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432174,"text":"Welcome to Rajani's bookie bot!","entities":[{"offset":11,"length":6,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}]]}}} | ERR: 
2026-03-13T20:02:56+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:02:56+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":303,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432174,"edit_date":1773432178,"text":"Welcome to Rajani's bookie bot!\n\n\u2794 You selected: Deposit","entities":[{"offset":33,"length":23,"type":"bold"}]}} | ERR: 
2026-03-13T20:02:57+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":304,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432179,"text":"How much would you like to deposit? (Please type a number, e.g. 50)"}} | ERR: 
2026-03-13T20:03:07+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":306,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432188,"text":"Please select the wallet you want to use for this $200 deposit:","reply_markup":{"inline_keyboard":[[{"text":"Wallet: venmo","callback_data":"DEPOSIT_METHOD_venmo"},{"text":"Wallet: paypal","callback_data":"DEPOSIT_METHOD_paypal"}]]}}} | ERR: 
2026-03-13T20:03:09+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:03:10+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":306,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432188,"edit_date":1773432192,"text":"Please select the wallet you want to use for this $200 deposit:\n\n\u2794 Wallet selected is venmo","entities":[{"offset":65,"length":26,"type":"bold"}]}} | ERR: 
2026-03-13T20:03:11+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":307,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432192,"text":"Step 1 of 1\nSend $200.00 to Vijay48\n\nMethod: venmo\nHandle: $vijay\n\n\ud83d\udcf8 After sending the payment, upload the receipt here.","entities":[{"offset":0,"length":11,"type":"bold"},{"offset":17,"length":7,"type":"bold"},{"offset":28,"length":7,"type":"bold"},{"offset":45,"length":5,"type":"code"},{"offset":59,"length":6,"type":"code"}]}} | ERR: 
2026-03-13T20:03:23+00:00 | TOKEN: 81644488... | METHOD: sendPhoto | RES: {"ok":true,"result":{"message_id":309,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432204,"photo":[{"file_id":"AgACAgUAAxkBAAIBB2m0acFp_74mJjcLusjTy_Pt_L-fAALcDmsbYGqgVdyNYgzn9lgAAQEAAwIAA3MAAzoE","file_unique_id":"AQAD3A5rG2BqoFV4","file_size":1020,"width":40,"height":90},{"file_id":"AgACAgUAAxkBAAIBB2m0acFp_74mJjcLusjTy_Pt_L-fAALcDmsbYGqgVdyNYgzn9lgAAQEAAwIAA20AAzoE","file_unique_id":"AQAD3A5rG2BqoFVy","file_size":13864,"width":144,"height":320},{"file_id":"AgACAgUAAxkBAAIBB2m0acFp_74mJjcLusjTy_Pt_L-fAALcDmsbYGqgVdyNYgzn9lgAAQEAAwIAA3gAAzoE","file_unique_id":"AQAD3A5rG2BqoFV9","file_size":56860,"width":360,"height":800},{"file_id":"AgACAgUAAxkBAAIBB2m0acFp_74mJjcLusjTy_Pt_L-fAALcDmsbYGqgVdyNYgzn9lgAAQEAAwIAA3kAAzoE","file_unique_id":"AQAD3A5rG2BqoFV-","file_size":108073,"width":576,"height":1280}],"caption":"\ud83d\udcb0 Withdrawal Credited\n\nPlayer Rajani (@Rajani1708) has sent $200.00 toward your withdrawal request.\nThis amount has been deposited into your account.\n\nThis payment: $200.00\nTotal requested: $200.00\nPaid so far: $200.00 of $200.00\nRemaining: $0.00\n\nPayment method: venmo\nReference: WD-1 / PART-2\n\nPlease wait at least 10 minutes before pressing 'Didn't Receive' as notifications and transfers can sometimes take a few minutes to process.\n\nReceipt attached below.","caption_entities":[{"offset":0,"length":22,"type":"bold"},{"offset":31,"length":8,"type":"bold"},{"offset":39,"length":11,"type":"mention"},{"offset":39,"length":11,"type":"bold"},{"offset":50,"length":1,"type":"bold"},{"offset":61,"length":7,"type":"bold"},{"offset":122,"length":27,"type":"bold"},{"offset":166,"length":7,"type":"bold"},{"offset":191,"length":7,"type":"bold"},{"offset":212,"length":7,"type":"bold"},{"offset":242,"length":5,"type":"bold"},{"offset":297,"length":140,"type":"italic"}]}} | ERR: 
2026-03-13T20:03:24+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":310,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432205,"text":"\u2705 All payment receipts have been submitted.\nYour deposit has been approved and your wallet is credited instantly! Recipients have 10 minutes to review the payment.","entities":[{"offset":2,"length":41,"type":"bold"}]}} | ERR: 
2026-03-13T20:08:07+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":312,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432489,"text":"Welcome to Vijay48's bookie bot!","entities":[{"offset":11,"length":7,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}]]}}} | ERR: 
2026-03-13T20:08:10+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:08:11+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":312,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432489,"edit_date":1773432492,"text":"Welcome to Vijay48's bookie bot!\n\n\u2794 You selected: Withdraw","entities":[{"offset":34,"length":24,"type":"bold"}]}} | ERR: 
2026-03-13T20:08:12+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":313,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432493,"text":"How much would you like to withdraw? (Your available balance is $300.00)"}} | ERR: 
2026-03-13T20:08:19+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":315,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432501,"text":"Please select a payout method to receive your $100:","reply_markup":{"inline_keyboard":[[{"text":"\u2705 Saved: venmo ($vijay)","callback_data":"WITHDRAW_METHOD_1"}],[{"text":"venmo","callback_data":"SET_METHOD_NAME_venmo"},{"text":"paypal","callback_data":"SET_METHOD_NAME_paypal"}],[{"text":"\u2795 Other Method","callback_data":"ADD_PAYOUT_METHOD"}]]}}} | ERR: 
2026-03-13T20:08:25+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:08:32+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:08:32+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":316,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432514,"text":"Great. Now please enter your Handle/Address for venmo in chat:"}} | ERR: 
2026-03-13T20:08:52+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":318,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773432533,"text":"\u2705 Withdrawal Requested!\n$100 has been locked and added to the payout queue. We will notify you when it is processed.","entities":[{"offset":2,"length":21,"type":"bold"}]}} | ERR: 
2026-03-13T20:08:53+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":319,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773432534,"text":"\ud83c\udfe7 New Withdrawal Request\n\nPlayer: Vijay48 (@)\nAmount: $100\nMethod: venmo ($vijay)\nStatus: Queued","entities":[{"offset":3,"length":22,"type":"bold"},{"offset":35,"length":7,"type":"bold"},{"offset":55,"length":4,"type":"bold"}]}} | ERR: 
2026-03-13T20:09:08+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":321,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432549,"text":"Welcome to Rajani's bookie bot!","entities":[{"offset":11,"length":6,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}]]}}} | ERR: 
2026-03-13T20:09:09+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:09:10+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":321,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432549,"edit_date":1773432552,"text":"Welcome to Rajani's bookie bot!\n\n\u2794 You selected: Deposit","entities":[{"offset":33,"length":23,"type":"bold"}]}} | ERR: 
2026-03-13T20:09:11+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":322,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432552,"text":"How much would you like to deposit? (Please type a number, e.g. 50)"}} | ERR: 
2026-03-13T20:09:14+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":324,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432556,"text":"Please select the wallet you want to use for this $100 deposit:","reply_markup":{"inline_keyboard":[[{"text":"Wallet: venmo","callback_data":"DEPOSIT_METHOD_venmo"},{"text":"Wallet: paypal","callback_data":"DEPOSIT_METHOD_paypal"}]]}}} | ERR: 
2026-03-13T20:09:16+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-13T20:09:17+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":324,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432556,"edit_date":1773432559,"text":"Please select the wallet you want to use for this $100 deposit:\n\n\u2794 Wallet selected is venmo","entities":[{"offset":65,"length":26,"type":"bold"}]}} | ERR: 
2026-03-13T20:09:18+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":325,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773432559,"text":"Step 1 of 1\nSend $100.00 to Vijay48\n\nMethod: venmo\nHandle: $vijay\n\n\ud83d\udcf8 After sending the payment, upload the receipt here.","entities":[{"offset":0,"length":11,"type":"bold"},{"offset":17,"length":7,"type":"bold"},{"offset":28,"length":7,"type":"bold"},{"offset":45,"length":5,"type":"code"},{"offset":59,"length":6,"type":"code"}]}} | ERR: 
